seat_key,seat_type,state,current_name,current_seat,names,n_names,first_year,last_year,n_contests,still_current
state|Melaka|semabok,state,Melaka,Semabok,N.04 Semabok,Semabok,1,1959,1969,3,False
state|Melaka|serkam,state,Melaka,Serkam,N.26 Serkam,Serkam,1,1959,2021,16,True
state|Melaka|sungai baru,state,Melaka,Sungai Bahru,N.02 Sungai Bahru,Sungai Bahru,1,1974,1990,5,False
state|Melaka|sungai rambai,state,Melaka,Sungai Rambai,N.28 Sungai Rambai,Sungai Rambai,1,1986,2021,9,True
state|Melaka|sungai udang,state,Melaka,Sungai Udang,N.11 Sungai Udang,Sungai Udang,1,1974,2021,12,True
state|Melaka|sungei bharu,state,Melaka,Sungei Bharu,N.11 Sungei Bharu,Sungei Bharu,1,1959,1974,5,False
state|Melaka|sungei rambai,state,Melaka,Sungei Rambai,N.10 Sungei Rambai,Sungei Rambai,1,1959,1982,6,False
state|Melaka|taboh naning,state,Melaka,Taboh Naning,N.05 Taboh Naning,Taboh Naning,1,1974,2021,8,True
state|Melaka|tangga batu,state,Melaka,Tangga Batu,N.11 Tangga Batu,Tangga Batu,1,1995,1999,2,False
state|Melaka|tanjong kling,state,Melaka,Tanjong Kling,N.01 Tanjong Kling,Tanjong Kling,1,1959,1969,3,False
state|Melaka|tanjong minyak,state,Melaka,Tanjong Minyak,N.11 Tanjong Minyak,Tanjong Minyak,1,1974,1990,5,False
state|Melaka|tanjung bidara,state,Melaka,Tanjung Bidara,N.02 Tanjung Bidara,Tanjung Bidara,1,2004,2021,5,True
state|Melaka|tebong,state,Melaka,Tebong,N.07 Tebong,Tebong,1,1986,1990,2,False
state|Melaka|telok mas,state,Melaka,Telok Mas,N.23 Telok Mas,Telok Mas,1,2004,2021,5,True
state|Melaka|tengkera,state,Melaka,Tengkera,N.16 Tengkera,Tengkera,1,1995,1999,2,False
state|Melaka|tranquerah,state,Melaka,Tranquerah,N.13 Tranquerah,Tranquerah,1,1974,1990,5,False
state|Negeri Sembilan|ampangan,state,Negeri Sembilan,Ampangan,N.14 Ampangan,Ampangan,1,1986,2023,9,True
state|Negeri Sembilan|bagan pinang,state,Negeri Sembilan,Bagan Pinang,N.31 Bagan Pinang,Bagan Pinang,1,2004,2023,6,True
state|Negeri Sembilan|bahau,state,Negeri Sembilan,Bahau,N.08 Bahau,Bahau,1,1959,2023,15,True
state|Negeri Sembilan|batu kikir,state,Negeri Sembilan,Batu Kikir,N.06 Batu Kikir,Batu Kikir,1,1986,1990,2,False
state|Negeri Sembilan|bukit kepayang,state,Negeri Sembilan,Bukit Kepayang,N.21 Bukit Kepayang,Bukit Kepayang,1,2004,2023,5,True
state|Negeri Sembilan|bukit nanas,state,Negeri Sembilan,Bukit Nanas,N.24 Bukit Nanas,Bukit Nanas,1,1959,1969,3,False
state|Negeri Sembilan|chembong,state,Negeri Sembilan,Chembong,N.26 Chembong,Chembong,1,1986,2023,9,True
state|Negeri Sembilan|chennah,state,Negeri Sembilan,Chennah,N.01 Chennah,Chennah,1,1995,2023,7,True
state|Negeri Sembilan|chuah,state,Negeri Sembilan,Chuah,N.29 Chuah,Chuah,1,2004,2023,5,True
state|Negeri Sembilan|gemas,state,Negeri Sembilan,Gemas,N.34 Gemas,Gemas,1,1959,2023,16,True
state|Negeri Sembilan|gemencheh,state,Negeri Sembilan,Gemencheh,N.35 Gemencheh,Gemencheh,1,1974,2023,12,True
state|Negeri Sembilan|hulu muar,state,Negeri Sembilan,Ulu Muar,N.14 Ulu Muar,Ulu Muar,1,1959,1982,7,False
state|Negeri Sembilan|jempol,state,Negeri Sembilan,Jempol,N.04 Jempol,Jempol,1,1959,1982,7,False
state|Negeri Sembilan|jeram padang,state,Negeri Sembilan,Jeram Padang,N.07 Jeram Padang,Jeram Padang,1,1995,2023,7,True
state|Negeri Sembilan|jimah,state,Negeri Sembilan,Jimah,N.23 Jimah,Jimah,1,1959,1990,8,False
state|Negeri Sembilan|johol,state,Negeri Sembilan,Johol,N.19 Johol,Johol,1,1959,2023,15,True
state|Negeri Sembilan|juasseh,state,Negeri Sembilan,Juasseh,N.15 Juasseh,Juasseh,1,1986,2023,9,True
state|Negeri Sembilan|klawang,state,Negeri Sembilan,Klawang,N.04 Klawang,Klawang,1,1986,2023,9,True
state|Negeri Sembilan|kota,state,Negeri Sembilan,Kota,N.28 Kota,Kota,1,1959,2023,15,True
state|Negeri Sembilan|kuala klawang,state,Negeri Sembilan,Kuala Klawang,N.01 Kuala Klawang,Kuala Klawang,1,1959,1982,6,False
state|Negeri Sembilan|labu,state,Negeri Sembilan,Labu,N.20 Labu,Labu,1,1959,2023,15,True
state|Negeri Sembilan|lenggeng,state,Negeri Sembilan,Lenggeng,N.09 Lenggeng,Lenggeng,1,1959,2023,15,True
state|Negeri Sembilan|linggi,state,Negeri Sembilan,Linggi,N.32 Linggi,Linggi,1,1959,2023,15,True
state|Negeri Sembilan|lobak,state,Negeri Sembilan,Lobak,N.11 Lobak,Lobak,1,1995,2023,7,True
state|Negeri Sembilan|lukut,state,Negeri Sembilan,Lukut,N.30 Lukut,Lukut,1,1959,2023,10,True
state|Negeri Sembilan|mambau,state,Negeri Sembilan,Mambau,N.23 Mambau,Mambau,1,1986,2023,9,True
state|Negeri Sembilan|nilai,state,Negeri Sembilan,Nilai,N.10 Nilai,Nilai,1,1995,2023,7,True
state|Negeri Sembilan|palong,state,Negeri Sembilan,Palong,N.06 Palong,Palong,1,1986,2023,9,True
state|Negeri Sembilan|pantai,state,Negeri Sembilan,Pantai,N.06 Pantai,Pantai,1,1974,1982,3,False
state|Negeri Sembilan|paroi,state,Negeri Sembilan,Paroi,N.25 Paroi,Paroi,1,2004,2023,5,True
state|Negeri Sembilan|pasir panjang,state,Negeri Sembilan,Pasir Panjang,N.30 Pasir Panjang,Pasir Panjang,1,1959,1999,10,False
state|Negeri Sembilan|peradong,state,Negeri Sembilan,Peradong,N.01 Peradong,Peradong,1,1986,1990,2,False
state|Negeri Sembilan|pertang,state,Negeri Sembilan,Pertang,N.02 Pertang,Pertang,1,1959,2023,15,True
state|Negeri Sembilan|pilah,state,Negeri Sembilan,Pilah,N.18 Pilah,Pilah,1,1959,2023,15,True
state|Negeri Sembilan|port dickson,state,Negeri Sembilan,Port Dickson,N.33 Port Dickson,Port Dickson,1,2004,2013,3,False
state|Negeri Sembilan|rahang,state,Negeri Sembilan,Rahang,N.22 Rahang,Rahang,1,1959,2023,16,True
state|Negeri Sembilan|rantau,state,Negeri Sembilan,Rantau,N.27 Rantau,Rantau,1,1959,2023,16,True
state|Negeri Sembilan|rasah,state,Negeri Sembilan,Rasah,N.09 Rasah,Rasah,1,1974,1982,3,False
state|Negeri Sembilan|repah,state,Negeri Sembilan,Repah,N.36 Repah,Repah,1,1986,2023,10,True
state|Negeri Sembilan|rompin,state,Negeri Sembilan,Rompin,N.24 Rompin,Rompin,1,1959,1982,6,False
state|Negeri Sembilan|senaling,state,Negeri Sembilan,Senaling,N.17 Senaling,Senaling,1,1995,2023,7,True
state|Negeri Sembilan|senawang,state,Negeri Sembilan,Senawang,N.24 Senawang,Senawang,1,1995,2013,5,False
state|Negeri Sembilan|seremban jaya,state,Negeri Sembilan,Seremban Jaya,N.24 Seremban Jaya,Seremban Jaya,1,2018,2023,2,True
state|Negeri Sembilan|seri menanti,state,Negeri Sembilan,Seri Menanti,N.16 Seri Menanti,Seri Menanti,1,1974,2023,12,True
state|Negeri Sembilan|serting,state,Negeri Sembilan,Serting,N.05 Serting,Serting,1,1986,2023,9,True
state|Negeri Sembilan|si rusa,state,Negeri Sembilan,Si Rusa,N.31 Si Rusa,Si Rusa,1,1959,1999,10,False
state|Negeri Sembilan|sikamat,state,Negeri Sembilan,Sikamat,N.13 Sikamat,Sikamat,1,2004,2023,5,True
state|Negeri Sembilan|sri menanti,state,Negeri Sembilan,Sri Menanti,N.01 Sri Menanti,Sri Menanti,1,1959,1969,3,False
state|Negeri Sembilan|sri tanjung,state,Negeri Sembilan,Sri Tanjung,N.33 Sri Tanjung,Sri Tanjung,1,2018,2023,2,True
state|Negeri Sembilan|sungai lui,state,Negeri Sembilan,Sungai Lui,N.03 Sungai Lui,Sungai Lui,1,1986,2023,9,True
state|Negeri Sembilan|sungai ujong,state,Negeri Sembilan,Sungai Ujong,N.20 Sungai Ujong,Sungai Ujong,1,1974,1990,5,False
state|Negeri Sembilan|sungei ujong,state,Negeri Sembilan,Sungei Ujong,N.06 Sungei Ujong,Sungei Ujong,1,1959,1969,3,False
state|Negeri Sembilan|tampin,state,Negeri Sembilan,Tampin,N.10 Tampin,Tampin,1,1959,1969,3,False
state|Negeri Sembilan|temiang,state,Negeri Sembilan,Temiang,N.12 Temiang,Temiang,1,1995,2023,7,True
state|Negeri Sembilan|terentang,state,Negeri Sembilan,Terentang,N.12 Terentang,Terentang,1,1959,1982,6,False
state|Pahang|bandar bentong,state,Pahang,Bandar Bentong,N.22 Bandar Bentong,Bandar Bentong,1,1959,1982,6,False
state|Pahang|bandar jerantut,state,Pahang,Bandar Jerantut,N.09 Bandar Jerantut,Bandar Jerantut,1,1974,1982,3,False
state|Pahang|bandar kuantan,state,Pahang,Bandar Kuantan,N.13 Bandar Kuantan,Bandar Kuantan,1,1974,1982,3,False
state|Pahang|bandar lipis,state,Pahang,Bandar Lipis,N.04 Bandar Lipis,Bandar Lipis,1,1974,1982,3,False
state|Pahang|bandar maran,state,Pahang,Bandar Maran,N.18 Bandar Maran,Bandar Maran,1,1974,1986,4,False
state|Pahang|bandar pekan,state,Pahang,Bandar Pekan,N.26 Bandar Pekan,Bandar Pekan,1,1974,1982,3,False
state|Pahang|bandar raub,state,Pahang,Bandar Raub,N.16 Bandar Raub,Bandar Raub,1,1959,1983,7,False
state|Pahang|bandar temerloh,state,Pahang,Bandar Temerloh,N.30 Bandar Temerloh,Bandar Temerloh,1,1974,1982,3,False
state|Pahang|batu talam,state,Pahang,Batu Talam,N.06 Batu Talam,Batu Talam,1,1974,2022,14,True
state|Pahang|bebar,state,Pahang,Bebar,N.22 Bebar,Bebar,1,1995,2022,7,True
state|Pahang|benta,state,Pahang,Benta,N.05 Benta,Benta,1,1974,2022,12,True
state|Pahang|benus,state,Pahang,Benus,N.07 Benus,Benus,1,1959,1969,3,False
state|Pahang|bera,state,Pahang,Bera,N.35 Bera,Bera,1,1974,1999,7,False
state|Pahang|beserah,state,Pahang,Beserah,N.12 Beserah,Beserah,1,1959,2022,15,True
state|Pahang|bilut,state,Pahang,Bilut,N.33 Bilut,Bilut,1,1986,2022,9,True
state|Pahang|bukit betong,state,Pahang,Bukit Betong,N.03 Bukit Betong,Bukit Betong,1,1974,1982,3,False
state|Pahang|bukit betung,state,Pahang,Bukit Betung,N.03 Bukit Betung,Bukit Betung,1,1986,1990,2,False
state|Pahang|bukit ibam,state,Pahang,Bukit Ibam,N.40 Bukit Ibam,Bukit Ibam,1,1974,2022,12,True
state|Pahang|bukit tajau,state,Pahang,Bukit Tajau,N.19 Bukit Tajau,Bukit Tajau,1,1986,1990,2,False
state|Pahang|cameron highlands,state,Pahang,Cameron Highlands,N.01 Cameron Highlands,Cameron Highlands,1,1959,1999,5,False
state|Pahang|ceka,state,Pahang,Ceka,N.04 Ceka,Ceka,1,1986,1999,4,False
state|Pahang|cenur,state,Pahang,Cenur,N.24 Cenur,Cenur,1,1986,1999,4,False
state|Pahang|cheka,state,Pahang,Cheka,N.04 Cheka,Cheka,1,2004,2022,5,True
state|Pahang|chenor,state,Pahang,Chenor,N.26 Chenor,Chenor,1,1959,2022,11,True
state|Pahang|chini,state,Pahang,Chini,N.23 Chini,Chini,1,1974,2022,9,True
state|Pahang|cini,state,Pahang,Cini,N.20 Cini,Cini,1,1986,1999,4,False
state|Pahang|damak,state,Pahang,Damak,N.10 Damak,Damak,1,1995,2022,7,True
state|Pahang|dong,state,Pahang,Dong,N.08 Dong,Dong,1,1959,2022,15,True
state|Pahang|guai,state,Pahang,Guai,N.37 Guai,Guai,1,1995,2022,7,True
state|Pahang|hulu jempul,state,Pahang,Hulu Jempul,N.22 Hulu Jempul,Hulu Jempul,1,1995,1999,2,False
state|Pahang|hulu kuantan,state,Pahang,Ulu Kuantan,N.12 Ulu Kuantan,Ulu Kuantan,1,1959,1969,3,False
state|Pahang|indera mahkota,state,Pahang,Indera Mahkota,N.14 Indera Mahkota,Indera Mahkota,1,1995,1999,2,False
state|Pahang|inderapura,state,Pahang,Inderapura,N.16 Inderapura,Inderapura,1,2004,2022,5,True
state|Pahang|jelai,state,Pahang,Jelai,N.02 Jelai,Jelai,1,1959,2022,16,True
state|Pahang|jenderak,state,Pahang,Jenderak,N.27 Jenderak,Jenderak,1,1959,2022,15,True
state|Pahang|jengka,state,Pahang,Jengka,N.29 Jengka,Jengka,1,1974,2022,12,True
state|Pahang|jerantut,state,Pahang,Jerantut,N.24 Jerantut,Jerantut,1,1959,1969,3,False
state|Pahang|karak,state,Pahang,Karak,N.26 Karak,Karak,1,1974,1990,5,False
state|Pahang|kemayan,state,Pahang,Kemayan,N.39 Kemayan,Kemayan,1,2004,2022,5,True
state|Pahang|kerdau,state,Pahang,Kerdau,N.28 Kerdau,Kerdau,1,1974,2022,9,True
state|Pahang|ketari,state,Pahang,Ketari,N.34 Ketari,Ketari,1,1995,2022,8,True
state|Pahang|kuala lipis,state,Pahang,Kuala Lipis,N.22 Kuala Lipis,Kuala Lipis,1,1959,1969,3,False
state|Pahang|kuala pahang,state,Pahang,Kuala Pahang,N.18 Kuala Pahang,Kuala Pahang,1,1959,1999,10,False
state|Pahang|kuala semantan,state,Pahang,Kuala Semantan,N.32 Kuala Semantan,Kuala Semantan,1,1959,2022,8,True
state|Pahang|kuala sentul,state,Pahang,Kuala Sentul,N.25 Kuala Sentul,Kuala Sentul,1,2004,2022,5,True
state|Pahang|lancang,state,Pahang,Lancang,N.27 Lancang,Lancang,1,1986,1999,4,False
state|Pahang|lanchang,state,Pahang,Lanchang,N.31 Lanchang,Lanchang,1,2004,2022,5,True
state|Pahang|lepar,state,Pahang,Lepar,N.18 Lepar,Lepar,1,1995,2022,7,True
state|Pahang|luit,state,Pahang,Luit,N.24 Luit,Luit,1,1986,2022,9,True
state|Pahang|mentakab,state,Pahang,Mentakab,N.30 Mentakab,Mentakab,1,1959,2022,11,True
state|Pahang|muadzam shah,state,Pahang,Muadzam Shah,N.41 Muadzam Shah,Muadzam Shah,1,1995,2022,7,True
state|Pahang|padang tengku,state,Pahang,Padang Tengku,N.03 Padang Tengku,Padang Tengku,1,1995,2022,7,True
state|Pahang|pahang tua,state,Pahang,Pahang Tua,N.14 Pahang Tua,Pahang Tua,1,1959,1969,4,False
state|Pahang|panching,state,Pahang,Panching,N.19 Panching,Panching,1,2004,2022,5,True
state|Pahang|paya besar,state,Pahang,Paya Besar,N.15 Paya Besar,Paya Besar,1,1974,1990,5,False
state|Pahang|pelangai,state,Pahang,Pelangai,N.36 Pelangai,Pelangai,1,1986,2023,10,False
state|Pahang|penur,state,Pahang,Penur,N.17 Penur,Penur,1,1995,1999,2,False
state|Pahang|peramu,state,Pahang,Peramu,N.17 Peramu,Peramu,1,1986,1990,2,False
state|Pahang|peramu jaya,state,Pahang,Peramu Jaya,N.21 Peramu Jaya,Peramu Jaya,1,2004,2022,5,True
state|Pahang|pulau manis,state,Pahang,Pulau Manis,N.20 Pulau Manis,Pulau Manis,1,2004,2022,5,True
state|Pahang|pulau tawar,state,Pahang,Pulau Tawar,N.11 Pulau Tawar,Pulau Tawar,1,1986,2022,9,True
state|Pahang|rompin,state,Pahang,Rompin,N.28 Rompin,Rompin,1,1959,1982,6,False
state|Pahang|sabai,state,Pahang,Sabai,N.35 Sabai,Sabai,1,1959,2022,10,True
state|Pahang|sanggang,state,Pahang,Sanggang,N.26 Sanggang,Sanggang,1,1959,2000,8,False
state|Pahang|semambu,state,Pahang,Semambu,N.13 Semambu,Semambu,1,2004,2022,5,True
state|Pahang|semantan,state,Pahang,Semantan,N.32 Semantan,Semantan,1,1974,1999,7,False
state|Pahang|sungai lembing,state,Pahang,Sungai Lembing,N.17 Sungai Lembing,Sungai Lembing,1,1974,2022,12,True
state|Pahang|tahan,state,Pahang,Tahan,N.09 Tahan,Tahan,1,1974,2022,12,True
state|Pahang|tanah puteh,state,Pahang,Tanah Puteh,N.09 Tanah Puteh,Tanah Puteh,1,1959,1969,3,False
state|Pahang|tanah rata,state,Pahang,Tanah Rata,N.01 Tanah Rata,Tanah Rata,1,1974,2022,10,True
state|Pahang|tanjong besar,state,Pahang,Tanjong Besar,N.23 Tanjong Besar,Tanjong Besar,1,1959,1969,3,False
state|Pahang|tanjung lumpur,state,Pahang,Tanjung Lumpur,N.15 Tanjung Lumpur,Tanjung Lumpur,1,2004,2022,5,True
state|Pahang|telok sisek,state,Pahang,Telok Sisek,N.10 Telok Sisek,Telok Sisek,1,1959,1969,3,False
state|Pahang|tembeling,state,Pahang,Tembeling,N.10 Tembeling,Tembeling,1,1974,1990,5,False
state|Pahang|teras,state,Pahang,Teras,N.07 Teras,Teras,1,1986,1999,4,False
state|Pahang|teriang,state,Pahang,Teriang,N.33 Teriang,Teriang,1,1986,1999,4,False
state|Pahang|teruntum,state,Pahang,Teruntum,N.14 Teruntum,Teruntum,1,1986,2022,10,True
state|Pahang|tioman,state,Pahang,Tioman,N.42 Tioman,Tioman,1,1986,2022,9,True
state|Pahang|tras,state,Pahang,Tras,N.07 Tras,Tras,1,1959,2022,8,True
state|Pahang|triang,state,Pahang,Triang,N.38 Triang,Triang,1,1959,2022,11,True
state|Perak|alor pongsu,state,Perak,Alor Pongsu,N.10 Alor Pongsu,Alor Pongsu,1,1974,2022,13,True
state|Perak|asam kumbang,state,Perak,Asam Kumbang,N.12 Asam Kumbang,Asam Kumbang,1,1986,1990,2,False
state|Perak|astaka,state,Perak,Astaka,N.38 Astaka,Astaka,1,2018,2022,2,True
state|Perak|aulong,state,Perak,Aulong,N.18 Aulong,Aulong,1,1995,2022,7,True
state|Perak|ayer kuning,state,Perak,Ayer Kuning,N.48 Ayer Kuning,Ayer Kuning,1,1986,2025,10,False
state|Perak|ayer tawar,state,Perak,Ayer Tawar,N.20 Ayer Tawar,Ayer Tawar,1,1959,1969,3,False
state|Perak|bagan serai,state,Perak,Bagan Serai,N.07 Bagan Serai,Bagan Serai,1,1959,1969,3,False
state|Perak|bandar,state,Perak,Bandar,N.12 Bandar,Bandar,1,1959,1969,3,False
state|Perak|batak rabit,state,Perak,Batak Rabit,N.35 Batak Rabit,Batak Rabit,1,1959,1969,3,False
state|Perak|batu hampar,state,Perak,Batu Hampar,N.26 Batu Hampar,Batu Hampar,1,1986,1990,2,False
state|Perak|batu kurau,state,Perak,Batu Kurau,N.07 Batu Kurau,Batu Kurau,1,1974,2022,12,True
state|Perak|behrang,state,Perak,Behrang,N.59 Behrang,Behrang,1,2004,2022,5,True
state|Perak|belanja,state,Perak,Belanja,N.39 Belanja,Belanja,1,1974,2022,12,True
state|Perak|bercham,state,Perak,Bercham,N.28 Bercham,Bercham,1,1995,2022,7,True
state|Perak|bidor,state,Perak,Bidor,N.39 Bidor,Bidor,1,1959,1982,6,False
state|Perak|blanja,state,Perak,Blanja,N.17 Blanja,Blanja,1,1959,1969,3,False
state|Perak|bota,state,Perak,Bota,N.40 Bota,Bota,1,1974,2022,12,True
state|Perak|bukit chandan,state,Perak,Bukit Chandan,N.34 Bukit Chandan,Bukit Chandan,1,1974,2022,12,True
state|Perak|bukit gantang,state,Perak,Bukit Gantang,N.14 Bukit Gantang,Bukit Gantang,1,1974,1982,3,False
state|Perak|buntong,state,Perak,Buntong,N.30 Buntong,Buntong,1,1995,2022,7,True
state|Perak|canning,state,Perak,Canning,N.25 Canning,Canning,1,2004,2022,5,True
state|Perak|changkat jering,state,Perak,Changkat Jering,N.14 Changkat Jering,Changkat Jering,1,1974,2022,13,True
state|Perak|changkat jong,state,Perak,Changkat Jong,N.56 Changkat Jong,Changkat Jong,1,1974,2022,12,True
state|Perak|chemor,state,Perak,Chemor,N.17 Chemor,Chemor,1,1959,1990,8,False
state|Perak|chenderiang,state,Perak,Chenderiang,N.47 Chenderiang,Chenderiang,1,1974,2022,12,True
state|Perak|chenderoh,state,Perak,Chenderoh,N.19 Chenderoh,Chenderoh,1,2004,2022,5,True
state|Perak|chenderong,state,Perak,Chenderong,N.32 Chenderong,Chenderong,1,1986,1990,2,False
state|Perak|dermawan,state,Perak,Dermawan,N.19 Dermawan,Dermawan,1,1986,1990,2,False
state|Perak|falim,state,Perak,Falim,N.23 Falim,Falim,1,1986,1990,2,False
state|Perak|gopeng,state,Perak,Gopeng,N.20 Gopeng,Gopeng,1,1959,1982,6,False
state|Perak|grik,state,Perak,Grik,N.01 Grik,Grik,1,1959,1969,4,False
state|Perak|gunong semanggol,state,Perak,Gunong Semanggol,N.11 Gunong Semanggol,Gunong Semanggol,1,1959,2022,15,True
state|Perak|guntong,state,Perak,Guntong,N.21 Guntong,Guntong,1,1974,1982,3,False
state|Perak|hulu kinta,state,Perak,Hulu Kinta,N.24 Hulu Kinta,Hulu Kinta,1,1995,2022,7,True
state|Perak|hutan melintang,state,Perak,Hutan Melintang,N.54 Hutan Melintang,Hutan Melintang,1,1959,2022,15,True
state|Perak|jalong,state,Perak,Jalong,N.22 Jalong,Jalong,1,1959,2022,15,True
state|Perak|jelapang,state,Perak,Jelapang,N.31 Jelapang,Jelapang,1,2004,2022,5,True
state|Perak|kampar,state,Perak,Kampar,N.30 Kampar,Kampar,1,1974,1982,3,False
state|Perak|kampong gajah,state,Perak,Kampong Gajah,N.50 Kampong Gajah,Kampong Gajah,1,1959,2022,15,True
state|Perak|kamunting,state,Perak,Kamunting,N.16 Kamunting,Kamunting,1,1974,2022,12,True
state|Perak|karai,state,Perak,Karai,N.15 Karai,Karai,1,1959,1969,3,False
state|Perak|kelian pauh,state,Perak,Kelian Pauh,N.12 Kelian Pauh,Kelian Pauh,1,1974,1982,3,False
state|Perak|kenering,state,Perak,Kenering,N.03 Kenering,Kenering,1,1974,2022,14,True
state|Perak|kepayang,state,Perak,Kepayang,N.29 Kepayang,Kepayang,1,1974,2022,9,True
state|Perak|keranji,state,Perak,Keranji,N.42 Keranji,Keranji,1,2004,2022,5,True
state|Perak|kota tampan,state,Perak,Kota Tampan,N.04 Kota Tampan,Kota Tampan,1,2004,2022,5,True
state|Perak|kuala dipang,state,Perak,Kuala Dipang,N.38 Kuala Dipang,Kuala Dipang,1,1959,1999,5,False
state|Perak|kuala kurau,state,Perak,Kuala Kurau,N.09 Kuala Kurau,Kuala Kurau,1,1959,2022,15,True
state|Perak|kuala pari,state,Perak,Kuala Pari,N.24 Kuala Pari,Kuala Pari,1,1959,1982,6,False
state|Perak|kuala sapetang,state,Perak,Kuala Sapetang,N.13 Kuala Sapetang,Kuala Sapetang,1,1995,2013,5,False
state|Perak|kuala sepetang,state,Perak,Kuala Sepetang,N.13 Kuala Sepetang,Kuala Sepetang,1,2018,2022,2,True
state|Perak|kubu gajah,state,Perak,Kubu Gajah,N.06 Kubu Gajah,Kubu Gajah,1,2004,2022,5,True
state|Perak|lahat,state,Perak,Lahat,N.28 Lahat,Lahat,1,1986,1999,4,False
state|Perak|larut,state,Perak,Larut,N.04 Larut,Larut,1,1959,1969,3,False
state|Perak|lekir,state,Perak,Lekir,N.21 Lekir,Lekir,1,1959,1969,3,False
state|Perak|lenggong,state,Perak,Lenggong,N.16 Lenggong,Lenggong,1,1959,1999,10,False
state|Perak|lintang,state,Perak,Lintang,N.21 Lintang,Lintang,1,1974,2022,12,True
state|Perak|lubok merbau,state,Perak,Lubok Merbau,N.20 Lubok Merbau,Lubok Merbau,1,1974,2022,12,True
state|Perak|lumut,state,Perak,Lumut,N.22 Lumut,Lumut,1,1959,1969,3,False
state|Perak|malim nawar,state,Perak,Malim Nawar,N.41 Malim Nawar,Malim Nawar,1,1986,2022,9,True
state|Perak|manjoi,state,Perak,Manjoi,N.23 Manjoi,Manjoi,1,1995,2022,7,True
state|Perak|manong,state,Perak,Manong,N.35 Manong,Manong,1,1974,2022,10,True
state|Perak|matang,state,Perak,Matang,N.10 Matang,Matang,1,1959,1969,3,False
state|Perak|menglembu,state,Perak,Menglembu,N.32 Menglembu,Menglembu,1,1995,2022,7,True
state|Perak|padang rengas,state,Perak,Padang Rengas,N.14 Padang Rengas,Padang Rengas,1,1959,1969,3,False
state|Perak|pangkor,state,Perak,Pangkor,N.52 Pangkor,Pangkor,1,1974,2022,12,True
state|Perak|pantai remis,state,Perak,Pantai Remis,N.37 Pantai Remis,Pantai Remis,1,1974,2022,12,True
state|Perak|parit buntar,state,Perak,Parit Buntar,N.05 Parit Buntar,Parit Buntar,1,1959,1969,3,False
state|Perak|pasir bedamar,state,Perak,Pasir Bedamar,N.55 Pasir Bedamar,Pasir Bedamar,1,1959,2022,15,True
state|Perak|pasir panjang,state,Perak,Pasir Panjang,N.51 Pasir Panjang,Pasir Panjang,1,1995,2022,7,True
state|Perak|pasir pinji,state,Perak,Pasir Pinji,N.27 Pasir Pinji,Pasir Pinji,1,1995,2022,7,True
state|Perak|pasir puteh,state,Perak,Pasir Puteh,N.23 Pasir Puteh,Pasir Puteh,1,1959,1982,6,False
state|Perak|pekan bharu,state,Perak,Pekan Bharu,N.24 Pekan Bharu,Pekan Bharu,1,1959,1969,3,False
state|Perak|pekan lama,state,Perak,Pekan Lama,N.23 Pekan Lama,Pekan Lama,1,1959,1969,3,False
state|Perak|pengkalan baru,state,Perak,Pengkalan Baharu,N.36 Pengkalan Baharu,Pengkalan Baharu,1,1986,2022,9,True
state|Perak|pengkalan bharu,state,Perak,Pengkalan Bharu,N.25 Pengkalan Bharu,Pengkalan Bharu,1,1959,1982,6,False
state|Perak|pengkalan hulu,state,Perak,Pengkalan Hulu,N.01 Pengkalan Hulu,Pengkalan Hulu,1,1995,2022,7,True
state|Perak|pokok assam,state,Perak,Pokok Assam,N.17 Pokok Assam,Pokok Assam,1,1995,2022,7,True
state|Perak|pusing,state,Perak,Pusing,N.30 Pusing,Pusing,1,1959,1969,3,False
state|Perak|rapat setia,state,Perak,Rapat Setia,N.35 Rapat Setia,Rapat Setia,1,1995,1999,2,False
state|Perak|rungkup,state,Perak,Rungkup,N.53 Rungkup,Rungkup,1,1959,2022,16,True
state|Perak|sapetang,state,Perak,Sapetang,N.09 Sapetang,Sapetang,1,1986,1990,2,False
state|Perak|selama,state,Perak,Selama,N.05 Selama,Selama,1,1959,2022,15,True
state|Perak|selinsing,state,Perak,Selinsing,N.12 Selinsing,Selinsing,1,2004,2022,5,True
state|Perak|senggang,state,Perak,Senggang,N.13 Senggang,Senggang,1,1959,1969,3,False
state|Perak|simpang lima,state,Perak,Simpang Lima,N.05 Simpang Lima,Simpang Lima,1,1974,1982,3,False
state|Perak|simpang pulai,state,Perak,Simpang Pulai,N.45 Simpang Pulai,Simpang Pulai,1,2004,2022,5,True
state|Perak|sitiawan,state,Perak,Sitiawan,N.50 Sitiawan,Sitiawan,1,1974,2013,10,False
state|Perak|slim,state,Perak,Slim,N.58 Slim,Slim,1,1959,2022,16,True
state|Perak|sungai manik,state,Perak,Sungai Manik,N.49 Sungai Manik,Sungai Manik,1,1986,2022,9,True
state|Perak|sungai pari,state,Perak,Sungai Pari,N.22 Sungai Pari,Sungai Pari,1,1986,1990,2,False
state|Perak|sungai rapat,state,Perak,Sungai Rapat,N.44 Sungai Rapat,Sungai Rapat,1,2004,2022,5,True
state|Perak|sungai rokam,state,Perak,Sungai Rokam,N.18 Sungai Rokam,Sungai Rokam,1,1986,1990,2,False
state|Perak|sungei manik,state,Perak,Sungei Manik,N.36 Sungei Manik,Sungei Manik,1,1959,1982,6,False
